id_pedido,id_cliente,id_restaurante,id_entregador,distancia_km,valor_pedido,clima,horario_pico,tempo_entrega_min,tempo_prometido_min,atrasado,minutos_atraso,avaliacao
1740,54,5,15,12.26,51.59,Ensolarado,0,66,71,0,0,4.8
1741,118,1,21,8.74,122.19,Ensolarado,0,62,61,1,1,4.7
1742,3,17,35,8.28,124.28,Ensolarado,1,60,59,1,1,4.6
1743,144,3,2,3.0,108.13,Ensolarado,0,40,44,0,0,4.7
1744,185,13,27,11.85,136.05,Nublado,0,76,70,1,6,3.9
1745,12,14,2,4.8,61.37,Nublado,0,46,49,0,0,4.8
1746,74,24,35,7.95,119.48,Ensolarado,1,69,58,1,11,3.6
1747,16,18,18,4.98,86.99,Ensolarado,1,55,49,1,6,4.1
1748,102,4,14,2.87,139.1,Ensolarado,1,61,43,1,18,2.6
1749,152,18,20,9.81,45.42,Ensolarado,0,61,64,0,0,4.6
1750,156,5,18,1.76,122.76,Nublado,0,52,40,1,12,3.4
1751,117,25,10,11.48,53.35,Chuvoso,0,89,69,1,20,2.2
1752,8,16,25,5.45,70.16,Ensolarado,1,60,51,1,9,3.7
1753,122,1,2,1.0,59.37,Nublado,0,36,38,0,0,4.6
1754,92,21,25,8.16,52.91,Chuvoso,0,74,59,1,15,3.2
1755,164,14,33,1.66,168.63,Nublado,1,68,39,1,29,1.2
1756,90,15,36,4.87,71.43,Ensolarado,1,51,49,1,2,4.4
1757,136,9,31,10.9,186.88,Chuvoso,0,88,67,1,21,2.1
1758,186,15,14,1.88,194.59,Ensolarado,0,46,40,1,6,4.3
1759,60,17,1,12.75,122.83,Ensolarado,0,74,73,1,1,4.8
1760,178,25,46,1.05,45.74,Ensolarado,1,54,38,1,16,2.8
1761,28,24,16,4.46,87.42,Ensolarado,1,56,48,1,8,4.0
1762,101,4,46,11.37,163.59,Ensolarado,0,62,69,0,0,5.0
1763,41,12,3,5.43,86.13,Ensolarado,0,56,51,1,5,4.3
1764,192,27,35,2.43,35.66,Ensolarado,1,66,42,1,24,1.9
1765,155,26,41,6.04,120.22,Nublado,1,67,53,1,14,3.1
1766,191,5,6,4.79,172.12,Chuvoso,0,71,49,1,22,2.3
1767,145,29,25,12.8,163.27,Ensolarado,0,78,73,1,5,4.3
1768,161,5,13,5.39,51.52,Chuvoso,0,54,51,1,3,4.4
1769,157,11,34,12.05,141.1,Chuvoso,0,85,71,1,14,3.1
1770,141,28,8,13.49,59.69,Nublado,1,88,75,1,13,3.4
1771,46,6,21,7.07,59.28,Ensolarado,1,63,56,1,7,4.0
1772,35,7,34,13.74,177.33,Nublado,1,85,76,1,9,3.6
1773,134,24,4,6.28,64.94,Chuvoso,0,70,53,1,17,2.6
1774,82,14,25,14.5,67.38,Nublado,1,100,78,1,22,2.0
1775,115,24,15,2.25,20.12,Ensolarado,0,27,41,0,0,4.6
1776,197,11,4,10.62,176.72,Ensolarado,0,57,66,0,0,4.8
1777,47,13,45,7.91,162.67,Nublado,0,60,58,1,2,4.5
1778,153,2,12,6.43,132.92,Ensolarado,0,65,54,1,11,3.5
1779,194,25,32,9.86,155.05,Ensolarado,1,73,64,1,9,3.7
1780,10,7,32,10.85,47.37,Ensolarado,0,60,67,0,0,4.9
1781,56,20,28,1.06,102.5,Nublado,0,48,38,1,10,3.6
1782,30,4,13,3.34,83.22,Chuvoso,0,59,45,1,14,3.1
1783,109,27,31,10.98,36.88,Ensolarado,0,81,67,1,14,3.3
1784,5,8,14,10.33,107.5,Chuvoso,0,74,65,1,9,3.6
1785,119,20,20,14.52,185.73,Ensolarado,0,83,78,1,5,4.4
1786,33,29,18,11.65,27.21,Nublado,1,97,69,1,28,1.5
1787,118,22,29,14.31,72.46,Nublado,0,92,77,1,15,3.2
1788,65,21,6,10.84,57.36,Nublado,0,74,67,1,7,4.0
1789,146,19,32,5.17,62.87,Chuvoso,0,61,50,1,11,3.7
1790,177,13,29,2.48,183.52,Ensolarado,1,58,42,1,16,2.7
1791,11,14,43,11.95,104.25,Chuvoso,0,85,70,1,15,3.0
1792,85,10,2,10.02,103.93,Ensolarado,0,72,65,1,7,4.0
1793,26,11,23,1.67,156.9,Nublado,0,47,40,1,7,4.0
1794,63,2,19,6.04,47.81,Nublado,0,62,53,1,9,3.7
1795,86,25,31,14.4,107.71,Nublado,0,87,78,1,9,3.6
1796,59,26,5,8.01,97.4,Ensolarado,1,71,59,1,12,3.3
1797,27,9,19,7.06,127.44,Chuvoso,1,82,56,1,26,1.6
1798,177,17,34,7.41,199.92,Ensolarado,0,65,57,1,8,3.7
1799,161,26,10,3.92,158.5,Ensolarado,1,70,46,1,24,1.8
1800,98,3,25,6.16,91.62,Nublado,1,69,53,1,16,2.8
1801,105,24,2,6.18,168.96,Ensolarado,0,53,53,0,0,4.9
1802,99,6,11,1.73,50.73,Nublado,0,40,40,0,0,4.7
1803,129,5,31,11.75,25.48,Ensolarado,0,69,70,0,0,4.8
1804,149,5,15,6.83,56.8,Ensolarado,0,58,55,1,3,4.4
1805,55,22,9,12.51,81.27,Nublado,1,72,72,0,0,4.7
1806,6,15,23,12.9,111.9,Ensolarado,1,92,73,1,19,2.4
1807,197,23,19,3.97,130.72,Ensolarado,1,52,46,1,6,3.9
1808,95,17,9,10.2,183.91,Nublado,1,76,65,1,11,3.7
1809,133,9,35,7.61,111.77,Ensolarado,0,68,57,1,11,3.7
1810,102,3,21,13.32,110.23,Nublado,0,71,74,0,0,4.9
1811,3,20,9,4.02,29.04,Ensolarado,1,64,47,1,17,2.6
1812,181,26,28,10.49,26.28,Nublado,0,78,66,1,12,3.2
1813,23,17,46,9.51,119.21,Nublado,1,69,63,1,6,4.0
1814,53,29,7,5.13,98.87,Nublado,1,57,50,1,7,3.9
1815,165,27,16,2.91,171.05,Ensolarado,1,53,43,1,10,3.5
1816,83,10,16,10.12,48.92,Nublado,1,77,65,1,12,3.2
1817,145,3,33,11.34,24.49,Nublado,0,74,69,1,5,4.1
1818,85,18,4,5.42,100.83,Nublado,1,75,51,1,24,1.9
1819,78,18,4,10.03,62.75,Ensolarado,1,66,65,1,1,4.6
1820,110,17,39,6.53,28.93,Chuvoso,0,64,54,1,10,3.7
1821,1,24,40,10.98,150.43,Nublado,1,78,67,1,11,3.4
1822,51,3,17,3.79,40.09,Ensolarado,0,52,46,1,6,4.1
1823,173,3,37,13.46,129.5,Ensolarado,1,94,75,1,19,2.7
1824,4,6,39,5.02,70.59,Chuvoso,0,59,50,1,9,3.6
1825,190,13,29,6.15,51.23,Ensolarado,0,51,53,0,0,4.8
1826,193,24,36,1.81,88.36,Chuvoso,0,47,40,1,7,3.8
1827,113,29,38,2.56,164.26,Nublado,1,71,42,1,29,1.4
1828,32,15,39,8.22,90.58,Nublado,0,56,59,0,0,4.8
1829,34,25,37,4.75,155.14,Ensolarado,0,47,49,0,0,4.8
1830,92,9,35,12.7,42.59,Ensolarado,0,68,73,0,0,5.0
1831,95,4,7,1.21,159.1,Chuvoso,1,61,38,1,23,2.1
1832,72,14,27,6.31,62.65,Ensolarado,0,53,53,0,0,4.9
1833,39,5,28,5.72,141.93,Nublado,0,56,52,1,4,4.5
1834,154,2,22,1.27,121.84,Ensolarado,1,34,38,0,0,4.9
1835,162,11,14,2.74,187.25,Ensolarado,0,41,43,0,0,4.9
1836,182,9,7,6.79,89.72,Ensolarado,1,64,55,1,9,3.6
1837,118,24,37,7.9,31.91,Ensolarado,0,55,58,0,0,5.0
1838,3,3,22,6.66,23.45,Chuvoso,1,74,54,1,20,2.4
1839,123,27,5,8.43,168.83,Ensolarado,0,54,60,0,0,4.7
1840,50,28,2,9.33,114.45,Ensolarado,0,56,62,0,0,4.8
1841,12,29,27,1.14,159.54,Ensolarado,1,45,38,1,7,3.8
1842,193,9,21,7.5,62.2,Ensolarado,0,47,57,0,0,4.7
1843,54,3,38,14.49,82.12,Ensolarado,1,96,78,1,18,2.5
1844,133,25,15,8.27,25.42,Chuvoso,0,67,59,1,8,4.0
1845,57,2,21,10.49,193.07,Ensolarado,0,75,66,1,9,3.6
1846,145,12,10,5.37,140.22,Ensolarado,0,42,51,0,0,4.7
1847,112,10,23,11.84,187.98,Ensolarado,1,94,70,1,24,2.0
1848,47,9,39,11.82,67.79,Chuvoso,0,85,70,1,15,3.1
1849,151,15,5,8.3,130.06,Ensolarado,0,61,59,1,2,4.6
1850,85,8,1,14.66,142.13,Ensolarado,0,70,78,0,0,4.7
1851,142,25,13,2.76,77.16,Nublado,0,43,43,0,0,4.8
1852,66,5,21,1.24,172.66,Ensolarado,0,39,38,1,1,4.6
1853,75,11,26,11.78,190.49,Ensolarado,1,91,70,1,21,2.4
1854,179,27,45,12.3,179.27,Ensolarado,0,66,71,0,0,4.7
1855,103,2,21,2.68,153.03,Nublado,1,46,43,1,3,4.5
1856,166,24,18,4.72,69.94,Ensolarado,0,48,49,0,0,4.9
1857,192,28,37,1.25,70.69,Nublado,1,52,38,1,14,3.1
1858,38,15,45,5.11,193.4,Nublado,1,63,50,1,13,3.4
1859,50,6,32,11.82,21.85,Ensolarado,0,62,70,0,0,5.0
1860,98,8,36,8.25,148.89,Ensolarado,1,59,59,0,0,4.9
1861,82,27,17,5.87,147.12,Ensolarado,0,65,52,1,13,3.2
1862,30,5,35,6.2,132.08,Nublado,1,64,53,1,11,3.3
1863,79,16,49,1.02,198.22,Ensolarado,1,50,38,1,12,3.2
1864,91,26,11,5.2,76.14,Ensolarado,0,54,50,1,4,4.3
1865,179,18,21,10.05,81.19,Ensolarado,0,68,65,1,3,4.6
1866,191,6,26,14.64,34.21,Chuvoso,0,87,78,1,9,3.7
1867,52,5,4,12.86,99.7,Ensolarado,0,81,73,1,8,3.8
1868,166,28,34,1.33,66.99,Chuvoso,0,48,38,1,10,3.7
1869,79,16,48,13.58,81.81,Ensolarado,0,69,75,0,0,5.0
1870,30,13,18,11.96,170.22,Ensolarado,0,77,70,1,7,4.0
1871,106,28,40,11.93,188.39,Ensolarado,1,77,70,1,7,3.9
1872,51,5,35,7.41,53.43,Ensolarado,0,50,57,0,0,4.9
1873,81,13,41,6.57,87.05,Ensolarado,0,52,54,0,0,4.7
1874,133,17,29,5.24,187.15,Ensolarado,1,54,50,1,4,4.4
1875,29,18,29,1.92,31.13,Chuvoso,0,47,40,1,7,4.1
1876,132,8,38,4.2,36.62,Nublado,0,62,47,1,15,3.0
1877,138,13,42,4.45,49.3,Nublado,0,42,48,0,0,4.8
1878,184,29,21,7.78,127.14,Ensolarado,1,82,58,1,24,2.1
1879,145,19,42,11.46,47.09,Ensolarado,1,84,69,1,15,3.2
1880,74,26,13,7.63,194.25,Ensolarado,0,57,57,0,0,4.9
1881,17,3,49,1.81,100.41,Nublado,1,49,40,1,9,3.9
1882,84,24,41,14.41,110.27,Chuvoso,0,82,78,1,4,4.4
1883,69,8,17,14.2,64.4,Ensolarado,1,94,77,1,17,2.6
1884,34,2,9,11.99,104.77,Ensolarado,1,73,70,1,3,4.4
1885,6,8,41,14.88,139.14,Ensolarado,1,106,79,1,27,1.5
1886,53,27,1,8.62,155.21,Ensolarado,0,53,60,0,0,4.9
1887,194,13,2,14.48,155.7,Ensolarado,0,90,78,1,12,3.4
1888,126,13,48,2.06,124.02,Nublado,0,37,41,0,0,5.0
1889,43,1,29,6.12,182.78,Nublado,1,71,53,1,18,2.6
1890,115,6,33,4.16,167.13,Ensolarado,0,49,47,1,2,4.6
1891,111,24,10,3.74,156.27,Ensolarado,1,55,46,1,9,3.9
1892,151,19,40,2.97,30.01,Chuvoso,1,80,43,1,37,1.0
1893,183,16,21,9.71,21.24,Ensolarado,0,64,64,0,0,4.8
1894,80,8,28,11.94,58.24,Ensolarado,1,69,70,0,0,4.9
1895,95,28,11,9.1,139.43,Ensolarado,1,68,62,1,6,4.2
1896,118,1,34,3.06,94.02,Ensolarado,1,66,44,1,22,2.1
1897,144,27,8,12.36,92.43,Ensolarado,1,71,72,0,0,4.7
1898,8,27,22,9.9,179.23,Nublado,1,82,64,1,18,2.7
1899,132,16,8,6.43,181.2,Ensolarado,0,49,54,0,0,4.9
1900,104,9,49,10.44,183.65,Ensolarado,1,71,66,1,5,4.2
1901,132,13,15,4.64,76.5,Nublado,0,47,48,0,0,4.9
1902,184,11,17,5.83,144.39,Ensolarado,1,72,52,1,20,2.3
1903,25,13,23,13.84,68.89,Chuvoso,1,107,76,1,31,1.0
1904,195,25,24,5.07,54.31,Chuvoso,0,62,50,1,12,3.5
1905,96,21,45,7.58,53.23,Ensolarado,1,63,57,1,6,4.3
1906,195,10,19,13.46,81.58,Nublado,0,86,75,1,11,3.4
1907,155,4,5,10.91,97.39,Ensolarado,0,56,67,0,0,4.9
1908,93,27,32,1.87,169.57,Chuvoso,0,64,40,1,24,2.1
1909,160,6,44,3.06,41.58,Ensolarado,1,44,44,0,0,4.7
1910,178,28,1,1.11,152.29,Chuvoso,1,75,38,1,37,1.0
1911,61,7,23,9.83,115.66,Nublado,1,84,64,1,20,2.4
1912,122,5,37,7.27,71.83,Ensolarado,0,55,56,0,0,4.9
1913,51,11,8,2.88,108.71,Ensolarado,1,56,43,1,13,3.2
1914,147,13,13,14.41,73.99,Chuvoso,1,112,78,1,34,1.0
1915,21,26,8,8.42,127.29,Chuvoso,0,91,60,1,31,1.0
1916,5,25,23,4.39,98.09,Ensolarado,0,39,48,0,0,4.7
1917,92,19,43,8.01,49.59,Nublado,0,44,59,0,0,4.9
1918,170,23,1,10.51,40.98,Ensolarado,1,81,66,1,15,3.0
1919,61,10,45,2.07,118.41,Ensolarado,1,47,41,1,6,4.1
1920,22,10,24,4.85,182.43,Ensolarado,1,45,49,0,0,4.8
1921,149,11,35,12.3,81.91,Ensolarado,0,81,71,1,10,3.5
1922,70,21,24,7.44,151.94,Nublado,1,78,57,1,21,2.2
1923,1,7,17,8.65,138.56,Ensolarado,0,68,60,1,8,4.0
1924,133,18,5,7.06,187.68,Nublado,0,61,56,1,5,4.1
1925,12,4,20,1.61,167.78,Ensolarado,1,58,39,1,19,2.7
1926,90,2,21,3.32,121.99,Ensolarado,0,49,44,1,5,4.1
1927,46,14,40,7.24,138.27,Ensolarado,1,60,56,1,4,4.3
1928,34,13,31,3.93,181.71,Ensolarado,0,47,46,1,1,4.8
1929,177,29,46,1.7,91.91,Ensolarado,1,53,40,1,13,3.3
1930,78,12,36,12.81,78.82,Ensolarado,0,71,73,0,0,4.7
1931,45,7,11,14.74,21.95,Ensolarado,0,65,79,0,0,4.7
1932,155,2,15,12.1,168.78,Ensolarado,0,68,71,0,0,4.9
1933,73,13,19,12.95,164.18,Ensolarado,0,82,73,1,9,3.8
1934,26,14,7,4.39,38.8,Ensolarado,1,65,48,1,17,2.7
1935,47,27,28,14.45,123.83,Chuvoso,0,85,78,1,7,4.2
1936,121,17,43,3.76,103.52,Chuvoso,1,76,46,1,30,1.4
1937,56,9,5,14.32,41.37,Ensolarado,1,88,77,1,11,3.6
1938,94,17,5,14.93,196.5,Ensolarado,0,83,79,1,4,4.4
1939,107,8,30,10.96,58.65,Ensolarado,0,59,67,0,0,4.8
1940,63,2,32,14.74,32.1,Chuvoso,1,103,79,1,24,1.7
1941,48,28,8,8.97,127.07,Ensolarado,1,83,61,1,22,2.1
1942,61,24,10,4.63,153.0,Ensolarado,1,54,48,1,6,4.3
1943,81,13,38,7.12,25.84,Ensolarado,0,63,56,1,7,3.9
1944,26,3,47,9.31,138.57,Ensolarado,1,80,62,1,18,2.6
1945,36,16,32,2.02,115.81,Ensolarado,0,39,41,0,0,4.9
1946,1,6,48,9.71,38.59,Nublado,1,74,64,1,10,3.4
1947,8,19,28,14.74,51.05,Ensolarado,1,85,79,1,6,4.1
1948,113,7,17,3.66,122.24,Nublado,0,52,45,1,7,3.8
1949,99,10,31,12.1,73.34,Ensolarado,0,71,71,0,0,4.8
1950,180,9,8,13.71,188.9,Ensolarado,0,76,76,0,0,4.8
1951,47,2,40,14.21,167.37,Chuvoso,0,86,77,1,9,3.9
1952,127,28,25,14.44,197.04,Ensolarado,1,87,78,1,9,3.7
1953,56,28,9,8.3,66.74,Nublado,0,71,59,1,12,3.5
1954,14,15,2,14.68,194.55,Ensolarado,0,77,79,0,0,4.7
1955,28,5,15,11.6,97.62,Ensolarado,0,62,69,0,0,4.7
1956,78,29,3,3.26,82.55,Chuvoso,1,70,44,1,26,1.6
1957,130,22,49,7.68,29.06,Ensolarado,1,52,58,0,0,4.7
1958,109,4,36,11.06,29.5,Chuvoso,0,83,68,1,15,2.9
1959,154,20,4,4.46,144.56,Ensolarado,0,50,48,1,2,4.7
1960,14,4,14,9.97,102.43,Chuvoso,1,88,64,1,24,1.9
1961,187,18,41,10.33,60.77,Ensolarado,1,83,65,1,18,2.6
1962,56,4,41,3.28,130.51,Ensolarado,0,41,44,0,0,4.7
1963,115,27,25,8.91,65.51,Nublado,0,77,61,1,16,2.8
1964,7,17,10,11.8,123.97,Chuvoso,0,83,70,1,13,3.4
1965,3,12,21,7.98,84.66,Chuvoso,0,71,58,1,13,3.4
1966,111,22,36,1.17,168.24,Nublado,0,41,38,1,3,4.3
1967,151,17,12,1.13,167.73,Chuvoso,1,61,38,1,23,2.0
1968,107,10,27,6.0,105.92,Ensolarado,0,45,53,0,0,4.9
1969,18,22,40,13.97,83.15,Ensolarado,1,73,76,0,0,4.7
1970,38,1,2,4.2,85.26,Ensolarado,0,49,47,1,2,4.4
1971,115,22,13,9.88,165.03,Ensolarado,1,64,64,0,0,4.9
1972,15,26,32,4.11,79.07,Ensolarado,1,53,47,1,6,4.0
1973,192,24,31,5.5,57.63,Ensolarado,0,44,51,0,0,4.6
1974,119,27,16,12.87,35.24,Ensolarado,0,74,73,1,1,4.5
1975,28,18,32,11.2,104.0,Nublado,1,97,68,1,29,1.2
1976,39,18,32,2.34,106.78,Ensolarado,0,43,42,1,1,4.7
1977,185,14,34,7.0,171.36,Ensolarado,0,70,56,1,14,3.2
1978,17,15,11,1.41,59.82,Ensolarado,0,35,39,0,0,5.0
1979,86,29,10,7.73,88.58,Nublado,1,73,58,1,15,3.2
1980,126,12,15,10.27,165.51,Nublado,0,70,65,1,5,4.2
1981,44,4,17,2.66,168.25,Nublado,1,63,42,1,21,2.3
1982,25,27,40,5.04,89.23,Ensolarado,0,56,50,1,6,4.2
1983,145,3,18,6.57,102.64,Ensolarado,1,54,54,0,0,4.8
1984,13,20,9,13.87,74.59,Ensolarado,0,81,76,1,5,4.3
1985,25,29,25,14.91,187.86,Ensolarado,1,99,79,1,20,2.3
1986,68,12,40,1.63,41.36,Ensolarado,0,36,39,0,0,4.9
1987,138,7,14,11.65,188.07,Ensolarado,1,83,69,1,14,3.1
1988,67,29,25,6.2,143.1,Ensolarado,1,63,53,1,10,3.6
1989,109,11,22,6.49,115.68,Chuvoso,0,68,54,1,14,3.3
1990,146,1,30,11.56,25.88,Chuvoso,0,76,69,1,7,3.8
1991,111,6,20,13.86,105.61,Ensolarado,0,64,76,0,0,4.8
1992,111,15,21,14.31,93.39,Ensolarado,0,75,77,0,0,4.9
1993,34,15,44,9.08,49.02,Ensolarado,1,70,62,1,8,4.0
1994,111,19,32,6.0,138.15,Ensolarado,0,50,53,0,0,4.9
1995,8,11,46,12.03,194.81,Chuvoso,0,80,71,1,9,3.9
1996,168,26,49,4.51,121.19,Ensolarado,1,58,48,1,10,3.7
1997,113,23,21,8.9,148.66,Nublado,0,66,61,1,5,4.2
1998,83,26,35,6.02,32.32,Ensolarado,0,56,53,1,3,4.3
1999,42,2,32,10.19,95.18,Chuvoso,0,86,65,1,21,2.2
2000,169,14,30,4.37,40.94,Ensolarado,1,66,48,1,18,2.8
